TLANAME,CRASHROAD,CRASHDIST,CRASHDIRN,INTSN,SIDEROAD,CRASHID,CRASHDATE,CRASHDOW,CRASHTIME,MVMT,VEHICLES,CAUSES,OBJECTSSTRUCK,ROADCURVE,ROADWET,LIGHT,WTHRa,JUNCTYPE,TRAFCTRL,ROADMARK,SPDLIM,CRASHFATALCNT,CRASHSEVCNT,CRASHMINCNT,PERSAGE1,PERSAGE2,EASTING,NORTHING
Auckland,CENTRAL AVENUE,30,W, ,GREAT SOUTH ROAD,201434713,30/04/2014,Wed,1540,CC,CE1,137A 407A 423A ,FX,R,D,BF,F , ,N,C,50,0,0,0,,,1766058,5906233
Auckland,CENTRAL PARK DRIVE,20,E, ,LINCOLN ROAD,201414781,27/06/2014,Fri,1212,LB,MW1C,112A 208A 330A 370B 402B 922 ,,R,W,O ,F ,D, ,C,50,0,1,0,,,1745396,5920370
Auckland,CENTRAL PARK DRIVE,50,E, ,LINCOLN ROAD,201444888,22/11/2014,Sat,930,LB,CW1C,303B 377B 922 ,,R,W,OF,L ,D,N,C,50,0,0,0,,,1745424,5920359
Auckland,CENTRAL PARK DRIVE,100,E, ,LINCOLN ROAD,201411628,11/03/2014,Tue,658,LB,VW1C,303B 377B 927 ,,R,D,TO,F ,D,N,C,50,0,0,1,,,1745471,5920341
Auckland,CENTRAL PARK DRIVE,, ,I,LINCOLN ROAD,201439519,11/06/2014,Wed,1720,JA,4W1C,308B 922 ,,R,D,O ,F ,D,T,C,50,0,0,0,,,1745378,5920378
Auckland,CENTRAL PARK DRIVE,, ,I,LINCOLN ROAD,201442313,08/08/2014,Fri,939,KA,VE1C,322B 375B ,,E,D,B ,F ,X,T,C,50,0,0,0,,,1745378,5920378
Auckland,CENTRAL PARK DRIVE,70,S, ,PARAMOUNT DRIVE,201443254,29/08/2014,Fri,1447,EA,VN1V,129A 386A ,M,R,D,B ,F , , ,C,50,0,0,0,,,1745961,5919939
Auckland,CENTRAL PARK DRIVE,20,N, ,SCHOOL ROAD,201449148,28/11/2014,Fri,18,AO,CS1C,103A 112A 130A 514A ,,R,D,DO,F , ,N,R,50,0,0,0,,,1745929,5918758
Auckland,CENTRAL PARK DRIVE,200,N, ,SWAN LANE,201435879,05/05/2014,Mon,1850,EA,CN14,103A ,M,R,W,DO,L , ,N,C,50,0,0,0,,,1745947,5918392
Auckland,CENTRAL PARK DRIVE,50,N, ,TE PAI PLACE,201438948,11/06/2014,Wed,1838,MO,CS1C,385A ,M,R,D,DO,F , ,N,L,50,0,0,0,,,1745744,5919215
Auckland,CENTRAL PARK DRIVE,, ,I,TONY ST,201410944,04/03/2014,Tue,600,JA,SE1C,302B 382B ,,R,W,DO,L ,T,G,C,50,0,1,0,,42,1745807,5920218
Auckland,CENTRAL PARK DRIVE,20,N, ,UNIVERSAL DRIVE,201448825,28/11/2014,Fri,1002,FD,4N1V,331A 403A 801 ,,R,W,O ,L , , ,C,50,0,0,0,,,1745930,5919771
Auckland,CENTRAL PARK DRIVE,30,N, ,UNIVERSAL DRIVE,201442111,22/08/2014,Fri,2057,EA,CN1C,129A ,M,R,D,DO,F , , ,C,50,0,0,0,,,1745932,5919781
Auckland,CENTRAL PARK DRIVE,100,S, ,UNIVERSAL DRIVE,201446148,15/10/2014,Wed,1928,FD,CS1C,331A ,,R,D,O ,F , , ,C,50,0,0,0,,,1745882,5919661
Auckland,CENTRAL PARK DRIVE,20,S, ,WINSTON PLACE,201412070,03/04/2014,Thu,1240,EA,VS1CCC,129A 137A ,M,R,D,B ,F ,X,G,C,50,0,0,1,,,1745964,5919989
Auckland,CENTRAL ROAD,15,N, ,NEW NORTH ROAD,201416486,03/10/2014,Fri,1424,NG,CS1E,330A 371A 730B ,,R,W,O ,F , , ,P,50,0,1,0,67,,1755541,5917930
Auckland,CENTRAL ROAD,, ,I,SECOND AVENUE,201416648,13/10/2014,Mon,720,JA,SN1C,309B 377B 839 ,,R,D,B ,F ,T,N,C,50,0,1,0,,29,1755515,5918072
Auckland,CENTRAL ROAD,15,S, ,THIRD AVENUE,201449125,15/11/2014,Sat,1937,MD,VN1C,371B 929 ,,R,D,BF,F ,D,N,N,50,0,0,0,,,1755502,5918140
Auckland,CENTREWAY ROAD,, ,I,FLORENCE AVENUE,201438538,17/06/2014,Tue,1524,KB,CN1C,302A ,,E,D,B ,F ,R,G,R,50,0,0,0,,,1751318,5949757
Auckland,CENTREWAY ROAD,, ,I,FLORENCE AVENUE,201448462,25/11/2014,Tue,815,HA,CN1C,302A 375A ,,R,D,OF,F ,R,G,R,50,0,0,0,,,1751318,5949757
Auckland,CENTREWAY ROAD,20,N, ,MOENUI AVENUE,201449487,10/10/2014,Fri,1623,EA,CS1C,129A ,M,R,D,B ,F , , ,P,50,0,0,0,,,1751452,5949385
Auckland,CENTREWAY ROAD,80,N, ,RIVERSIDE ROAD,201437161,23/05/2014,Fri,830,FC,CS14,181A ,,R,D,BF,F , ,N,C,50,0,0,0,,,1751470,5949337
Auckland,CENTREWAY ROAD,100,S, ,WEITI ROAD,201443839,11/08/2014,Mon,1520,EA,CS1C,129A ,M,R,D,BF,F , ,N,C,50,0,0,0,,,1751664,5948798
Auckland,CENTREWAY ROAD,, ,A,WEST HOE ROAD,201437917,13/06/2014,Fri,2020,HA,CN1C,302A 375A ,,R,D,DO,F ,R,G,C,50,0,0,0,,,1751159,5950216
Auckland,CHALMERS ST,, ,I,BLOCKHOUSE BAY ROAD,201449657,22/12/2014,Mon,1030,DA,CS2C,111A 131A 402A ,M,R,D,B ,F ,X,S,C,50,0,0,0,,,1751579,5914776
Auckland,CHALMERS ST,, ,I,NEW WINDSOR ROAD,201441111,15/08/2014,Fri,1800,FB,4E1C,181A ,,R,D,BF,F ,T,S,C,50,0,0,0,,,1751579,5914776
Auckland,CHALMERS ST,100,E, ,ST GEORGES ROAD,201449739,28/12/2014,Sun,1640,EA,CE1C,103A 350A ,M,R,D,B ,F , ,N,C,50,0,0,0,,,1751284,5914822
Auckland,CHANCERY ST,5,W, ,BANKSIDE ST,201432609,26/02/2014,Wed,1930,EA,CW1C,386A ,M,E,D,O ,F ,T,N,N,50,0,0,0,,,1757752,5920579
Auckland,CHAPEL ROAD,, ,I,ACCENT DRIVE,201436299,12/05/2014,Mon,1058,FE,TN1C,181A ,,R,D,B ,F ,X,T,C,60,0,0,0,,,1769928,5908142
Auckland,CHAPEL ROAD,80,N, ,ARMOY DRIVE,201434105,03/04/2014,Thu,745,FD,CS1CCV,197A 331A 358A 402A ,,R,D,BF,F , , ,C,50,0,0,0,,,1770500,5910515
Auckland,CHAPEL ROAD,100,S, ,ARMOY DRIVE,201432814,04/03/2014,Tue,835,FD,CN1CC,181A 331A 181B ,,R,W,O ,F , , ,P,60,0,0,0,,,1770456,5910340
Auckland,CHAPEL ROAD,40,S, ,BALLYBAY ROAD,201433734,04/04/2014,Fri,1340,MO,CS1C,371A ,,R,D,O ,F , , ,P,50,0,0,0,,,1770248,5909494
Auckland,CHAPEL ROAD,10,N, ,BANVILLE ROAD,201447982,27/11/2014,Thu,1550,FD,CS1CC,181A 331A ,,R,D,B ,F ,T,G,P,60,0,0,0,,,1770174,5909182
Auckland,CHAPEL ROAD,70,N, ,BANVILLE ROAD,201430489,04/02/2014,Tue,1745,FD,CN1C,181A ,,R,D,B ,F , ,N,C,70,0,0,0,,,1770188,5909240
Auckland,CHAPEL ROAD,10,S, ,BAVERSTOCK ROAD,201417358,10/11/2014,Mon,950,FD,CS1CC,112A 331A 358A ,,R,D,B ,F ,T,G,C,60,0,0,1,,,1769996,5908430
Auckland,CHAPEL ROAD,, ,I,BAVERSTOCK ROAD,201433896,11/04/2014,Fri,1500,GA,CS1V,181A ,,M,W,O ,F ,T,G,P,60,0,0,0,,,1769999,5908440
Auckland,CHAPEL ROAD,, ,I,BAVERSTOCK ROAD,201436205,14/05/2014,Wed,810,FD,CS1CCC,181A 181B 181C ,,R,W,B ,F ,T,G,C,60,0,0,0,,,1769999,5908440
Auckland,CHAPEL ROAD,, ,I,BAVERSTOCK ROAD,201439515,05/05/2014,Mon,1850,BA,CS1C,129A 129B ,,R,W,DO,F ,T,G,P,60,0,0,0,,,1769999,5908440
Auckland,CHAPEL ROAD,, ,I,FLAT BUSH SCHOOL ROAD,201444557,19/09/2014,Fri,2005,DA,CW2C,111A 131A 632A ,KM,R,W,DO,L ,T,T,P,60,0,0,0,,,1769534,5906555
Auckland,CHAPEL ROAD,, ,I,GRACECHURCH DRIVE,201443146,16/08/2014,Sat,1015,JA,VS1C,302B 377B ,,R,D,O ,F ,T,G,P,60,0,0,0,,,1770148,5909069
Auckland,CHAPEL ROAD,100,S, ,KILKENNY DRIVE N,201433839,17/03/2014,Mon,1500,FD,TS1CC,181A 331A 181B ,,R,D,B ,F , , ,C,50,0,0,0,,,1771027,5911674
Auckland,CHAPEL ROAD,10,N, ,MICHAEL JONES DRIVE,201410875,13/01/2014,Mon,1110,EA,XN1X,331A 351A ,Q,R,D,B ,F ,T,G,P,60,0,0,1,,,1769568,5906692
Auckland,CHAPEL ROAD,, ,I,MICHAEL JONES DRIVE,201437223,21/05/2014,Wed,1500,JA,CN1C,103B 302B 382B ,,R,D,BF,F ,T,G,C,60,0,0,0,,,1769566,5906683
Auckland,CHAPEL ROAD,20,S, ,ORMISTON ROAD,201445949,28/09/2014,Sun,1930,AA,VN1C,372A ,,R,D,DO,F , , ,C,60,0,0,0,,,1769728,5907338
Auckland,CHAPEL ROAD,80,S, ,ORMISTON ROAD,201449319,09/12/2014,Tue,805,MB,CN1V,370B ,,R,D,O ,F , , ,P,50,0,0,0,,,1769714,5907280
Auckland,CHAPEL ROAD,200,S, ,ORMISTON ROAD,201418692,31/12/2014,Wed,1900,NA,BN1,711B ,,R,D,OF,F , ,N,R,50,0,0,1,9,,1769685,5907164
Auckland,CHAPEL ROAD,200,S, ,ORMISTON ROAD,201412794,18/05/2014,Sun,1500,NA,CE1E,101A 722B 926 ,,R,D,BF,F ,D,N,C,50,0,0,1,9,,1769685,5907164
Auckland,CHAPEL ROAD,, ,I,ORMISTON ROAD,201444731,30/08/2014,Sat,2210,FE,CN1V,181A ,,R,D,DO,F ,X,T,C,50,0,0,0,,,1769733,5907358
Auckland,CHAPEL ROAD,, ,I,SANTA ANA DRIVE,201446345,26/06/2014,Thu,1820,JC,CW2C,302A 375A ,,R,D,DO,F ,T,G,C,60,0,0,0,,,1771562,5912238
Auckland,CHAPEL ROAD,40,S, ,STANCOMBE ROAD,201441418,25/07/2014,Fri,800,FA,CN1C,181A 386A 191B ,,R,W,O ,F , ,N,N,60,0,0,0,,,1769918,5908103
Auckland,CHAPEL ROAD,100,S, ,STANCOMBE ROAD,201440968,19/08/2014,Tue,1745,FD,CN14C,181A ,,R,W,DN,L , ,N,C,60,0,0,0,,,1769904,5908045
Auckland,CHAPEL ROAD,100,S, ,STANCOMBE ROAD,201400037,24/02/2014,Mon,420,BA,4N1C,103A 129A 410A ,,R,D,DN,F , ,N,C,60,1,0,1,,,1769904,5908045
Auckland,CHAPEL ROAD,15,W, ,STELLAMARIS WAY,201442420,22/07/2014,Tue,1530,FF,CE1C,181A ,,R,D,BF,F , ,N,C,60,0,0,0,,,1771434,5912140
Auckland,CHAPEL ROAD,15,S, ,TI RAKAU DRIVE,201433767,25/03/2014,Tue,1500,FD,CN1C,181A 817 ,,R,D,O ,F , , ,N,70,0,0,0,,,1770627,5911213
Auckland,CHAPEL ROAD,50,S, ,TI RAKAU DRIVE,201413728,16/04/2014,Wed,820,MA,PN1X,373B ,,R,D,BF,F , ,N,P,50,0,0,1,,,1770615,5911181
Auckland,CHAPEL ROAD,, ,I,TI RAKAU DRIVE,201443479,13/09/2014,Sat,1640,DB,CN1,111A 131A ,F,M,D,O ,F ,X,T,R,60,0,0,0,,,1770634,5911226
Auckland,CHAPEL ROAD,, ,I,TI RAKAU DRIVE,201447375,09/11/2014,Sun,1000,FE,CN1C,181A 330B ,,R,D,B ,F ,X,T,R,50,0,0,0,,,1770634,5911226
Auckland,CHAPEL ROAD,15,S, ,TOWN CENTRE DRIVE,201444388,23/09/2014,Tue,1530,FE,CN1C,386A ,,R,D,O ,F ,X,T,C,50,0,0,0,,,1770520,5910600
Auckland,CHAPEL ROAD,40,S, ,TOWN CENTRE DRIVE,201413774,01/06/2014,Sun,540,CC,CN1,102A 410A ,T,R,D,DO,F , ,N,C,50,0,0,1,,,1770514,5910576
Auckland,CHARLES PREVOST DRIVE,15,N, ,HILL ROAD,201431551,19/01/2014,Sun,1230,EA,TS1C,663A ,M,E,D,B ,F , , ,C,50,0,0,0,,,1770158,5902058
Auckland,CHARLOTTE ST,20,S, ,FLEET ST,201433578,12/04/2014,Sat,1313,FF,CN1C,181A 352A 817 ,,R,D,BF,F , ,N,N,50,0,0,0,,,1756471,5918690
Auckland,CHARNTAY AVENUE,10,S, ,CHAMADE PLACE,201430603,26/01/2014,Sun,1800,EA,CN1C,386A ,M,M,W,TO,F ,T,N,C,50,0,0,0,,,1768287,5904936
Auckland,CHARNTAY AVENUE,, ,I,ETERNA PLACE,201447839,22/10/2014,Wed,1520,DB,CN2,111A 131A ,F,M,W,OF,L ,T,G,N,50,0,0,0,,,1768420,5904843
Auckland,CHARTWELL AVENUE,, ,I,BENTLEY AVENUE,201448641,27/11/2014,Thu,1531,LB,CN1C,303B 330B ,,R,D,B ,F ,T,G,P,50,0,0,0,,,1754338,5927965
Auckland,CHARTWELL AVENUE,, ,I,BENTLEY AVENUE,201443378,15/09/2014,Mon,1223,LB,TN14,303B 375B ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1754338,5927965
Auckland,CHARTWELL AVENUE,, ,I,BENTLEY AVENUE,201413639,31/05/2014,Sat,1747,LB,CN1C,303B 377B 402B ,,R,D,DO,F ,T,G,R,50,0,0,1,,,1754338,5927965
Auckland,CHARTWELL AVENUE,, ,I,BENTLEY AVENUE,201410668,30/01/2014,Thu,1453,LB,CN1C,303B 375B ,,R,D,B ,F ,T,G,C,50,0,0,1,,,1754338,5927965
Auckland,CHARTWELL AVENUE,, ,I,BENTLEY AVENUE,201415094,15/08/2014,Fri,1855,LB,PN1C,102B 303B ,,R,D,DO,F ,T,G,R,50,0,0,1,,,1754338,5927965
Auckland,CHARTWELL AVENUE,, ,I,BENTLEY AVENUE,201445083,06/10/2014,Mon,1400,JA,CN1C,302B 386B ,,R,D,B ,F ,T,G,R,50,0,0,0,,,1754338,5927965
Auckland,CHARTWELL AVENUE,, ,I,BENTLEY AVENUE,201411500,16/03/2014,Sun,2003,LB,CN1C,303B 377B ,,E,W,DO,L ,T,G,C,50,0,0,1,,,1754338,5927965
Auckland,CHARTWELL AVENUE,, ,I,LINGFIELD ST,201443466,21/09/2014,Sun,1144,KA,CN1C,302B 375B 839 ,,R,W,O ,F ,T,G,C,50,0,0,0,,,1754547,5927706
Auckland,CHARTWELL AVENUE,, ,I,RAMILLIES PLACE,201446513,11/10/2014,Sat,1016,GD,CN1C,331A 358A 402A ,,R,D,B ,F ,T,N,C,50,0,0,0,,,1754452,5927809
Auckland,CHELBURN CRESCENT,20,N, ,ETTRICK PLACE,201416209,30/09/2014,Tue,1240,NA,CS1E,727B ,,R,D,B ,F , , ,N,50,0,0,1,2,,1761809,5908001
Auckland,CHERRY LANE,5,S, ,PORANA ROAD,201449528,12/12/2014,Fri,1755,FB,4N1C,181A 331A ,,R,D,O ,F ,T,G,C,50,0,0,0,,,1755695,5928108
Auckland,CHESHIRE ST,50,N, ,TIKA ST,201447610,17/11/2014,Mon,1900,KB,CN1C,308B 929 ,,R,D,OF,FS,D,N,C,50,0,0,0,,,1758583,5919787
Auckland,CHESTERFIELD AVENUE,, ,I,KESTEVEN AVENUE,201447360,13/11/2014,Thu,1830,HA,4S1C,301B 320B ,,R,D,B ,F ,X,S,C,50,0,0,0,,,1766451,5919424
Auckland,CHICHESTER DRIVE,20,S, ,DUMAS PLACE,201449447,29/12/2014,Mon,2140,DA,CN1,103A 131A ,FK,E,D,DO,F , , ,C,50,0,0,0,,,1771670,5894935
Auckland,CHICHESTER DRIVE,100,S, ,MARYBETH PLACE,201438612,17/06/2014,Tue,2050,CB,CS1V,112A 130A 801 ,FJM,R,W,DO,L , , ,C,50,0,0,0,,,1772017,5894204
Auckland,CHILTERN CRESCENT S,60,W, ,ELSTREE AVENUE,201430679,18/01/2014,Sat,2230,EA,CW1C,112A 129A 517A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1766300,5917109
Auckland,CHIVALRY ROAD,60,E, ,CHARTWELL AVENUE,201414517,02/07/2014,Wed,1525,MC,CE1C,387A 372B 402B 801 ,,R,W,O ,L , , ,C,50,0,0,1,,,1754358,5928163
Auckland,CHIVALRY ROAD,, ,I,COLIN WILD PLACE,201439760,27/06/2014,Fri,822,GO,MS1C,129A 180A 205A 372B ,,R,W,OF,L ,T,N,C,50,0,0,0,,,1754022,5928293
Auckland,CHIVALRY ROAD,20,W, ,DIANA DRIVE,201443887,16/08/2014,Sat,1800,MO,CE1X,371B ,,R,D,OF,F , ,N,C,50,0,0,0,,,1754279,5928180
Auckland,CHIVALRY ROAD,, ,I,DIANA DRIVE,201447221,18/10/2014,Sat,1505,FE,CW1C,181A ,,R,W,O ,L ,X,T,P,50,0,0,0,,,1754299,5928176
Auckland,CHIVALRY ROAD,10,W, ,EDGEWORTH ROAD,201442889,25/08/2014,Mon,1832,AD,CE1,137A 150A ,FHK,R,D,DO,F ,T,N,C,50,0,0,0,,,1754869,5928054
Auckland,CHIVALRY ROAD,50,E, ,GLENFIELD ROAD,201443374,05/09/2014,Fri,2135,MO,CE1,330A 423A ,P,M,D,DO,F , ,N,C,50,0,0,0,,,1753795,5928503
Auckland,CHIVALRY ROAD,100,E, ,GLENFIELD ROAD,201431242,03/03/2014,Mon,832,MC,CE1V,372B ,,R,D,BF,F , ,N,C,50,0,0,0,,,1753845,5928502
Auckland,CHIVALRY ROAD,120,E, ,GLENFIELD ROAD,201441397,08/08/2014,Fri,10,DA,VE1,131A 412A 801 ,F,E,W,DO,L , , ,C,50,0,0,0,,,1753865,5928502
Auckland,CHIVALRY ROAD,, ,I,GLENFIELD ROAD,201436341,28/03/2014,Fri,728,KC,CS2C,302A 375A ,,E,D,OF,F ,T,G,C,50,0,0,0,,,1753745,5928505
Auckland,CHRISTMAS ROAD,30,N, ,MAHIA ROAD,201416976,15/08/2014,Fri,1630,NA,CN1E,712B 713B 727B ,,R,D,BF,F , ,N,C,50,0,0,1,6,,1769202,5899710
Auckland,CHRISTMAS ROAD,200,N, ,MAHIA ROAD,201447564,03/11/2014,Mon,1830,MO,XS1C,386A ,M,R,D,B ,F , , ,C,50,0,0,0,,,1769128,5899863
Auckland,CHURCH CRESCENT,40,S, ,DOMAIN ROAD,201436286,10/04/2014,Thu,905,AA,CN1T,184B ,,R,D,O ,F , , ,C,80,0,0,0,,,1765441,5914429
Auckland,CHURCH CRESCENT,, ,I,DOMAIN ROAD,201437045,19/03/2014,Wed,700,KA,CW2C,302A ,,M,D,TF,F ,R,G,R,50,0,0,0,,,1765453,5914484
Auckland,CHURCH CRESCENT,100,S, ,SUNSET VIEW ROAD,201443592,17/05/2014,Sat,830,FD,TN1C,181A ,,R,D,OF,F , ,N,C,50,0,0,0,,,1765393,5914087
Auckland,CHURCH CRESCENT,100,S, ,SUNSET VIEW ROAD S,201411626,07/03/2014,Fri,1500,GD,CS1C,181A 929 ,,R,D,BF,F ,D,N,C,50,0,0,2,,,1765393,5914087
Auckland,CHURCH CRESCENT,, ,I,SUNSET VIEW ROAD S,201415090,15/08/2014,Fri,1954,FD,CN1CC,181A 358A 181B ,,E,D,DO,F ,T,G,C,50,0,0,1,,,1765377,5914185
Auckland,CHURCH ST,60,E, ,ALFRED ST,201413117,16/04/2014,Wed,838,FD,CE1CT,331A 358A ,,R,D,B ,F , , ,C,50,0,0,2,,,1759888,5912267
Auckland,CHURCH ST,100,E, ,ALFRED ST,201413419,21/05/2014,Wed,1255,BE,CW1CV,130A 410A ,M,R,W,O ,L , , ,C,50,0,0,1,,,1759927,5912271
Auckland,CHURCH ST,, ,I,ALFRED ST,201441237,22/07/2014,Tue,946,HA,CE1C,301B 353B ,,R,D,B ,F ,X,S,C,50,0,0,0,,,1759828,5912260
Auckland,CHURCH ST,15,N, ,AVENUE ROAD,201430225,18/01/2014,Sat,1800,EA,CN1C,129A ,M,R,D,TO,F ,R,G,R,50,0,0,0,,,1764408,5909930
Auckland,CHURCH ST,180,E, ,BEASLEY AVENUE,201417219,15/10/2014,Wed,2324,JA,CE1C,308B 377B 924 ,,R,D,DO,F ,D, ,C,50,0,0,2,,,1761697,5912468
Auckland,CHURCH ST,60,E, ,CAPTAIN SPRINGS ROAD,201411524,27/02/2014,Thu,1632,FD,VW1CVC,331A 352A ,,R,D,BF,F , ,N,P,50,0,0,1,,,1760413,5912327
Auckland,CHURCH ST,100,N, ,FAIRBURN ROAD W,201448017,12/11/2014,Wed,1435,EA,CN1CC,129A 130A 330A ,M,R,W,O ,L , , ,C,50,0,0,0,,,1764512,5909481
Auckland,CHURCH ST,100,W, ,GREAT SOUTH ROAD,201441240,31/07/2014,Thu,1319,FA,CE1V,181A 387A ,,R,D,B ,F , , ,C,50,0,0,0,,,1762577,5912566
Auckland,CHURCH ST,, ,I,GREAT SOUTH ROAD,201443419,09/08/2014,Sat,2230,DB,CE1,386A 504A ,I,S,D,DO,F ,T,T,R,50,0,0,0,,,1762676,5912577
Auckland,CHURCH ST,, ,I,GREAT SOUTH ROAD,201435367,06/05/2014,Tue,1205,GD,CE1C,386A ,,E,D,B ,F ,T,T,C,50,0,0,0,,,1762676,5912577
Auckland,CHURCH ST,, ,I,GREAT SOUTH ROAD,201436622,02/05/2014,Fri,1545,AA,OE1V,386A ,,R,D,O ,F ,T,T,C,50,0,0,0,,,1762676,5912577
Auckland,CHURCH ST,, ,I,HIGH ST,201449894,20/12/2014,Sat,502,DB,CS1,103A 111A 131A ,I,R,D,DO,F ,R,G,R,50,0,0,0,,,1764475,5909641
Auckland,CHURCH ST,, ,I,HILL ST,201418281,29/11/2014,Sat,940,HA,SW1C,301B 375B ,,R,D,O ,F ,X,S,R,50,0,0,1,,29,1758623,5912156
Auckland,CHURCH ST,, ,I,HILL ST,201438861,19/06/2014,Thu,1025,HA,CN2C,301A 375A ,,R,W,BF,L ,X,S,C,50,0,0,0,,,1758623,5912156
Auckland,CHURCH ST,, ,I,HUGO JOHNSTON DRIVE,201442883,08/09/2014,Mon,712,KA,TW1C,322B 351B ,,R,D,O ,F ,X,T,R,50,0,0,0,,,1762103,5912509
Auckland,CHURCH ST,, ,I,HUGO JOHNSTON DRIVE,201431859,10/02/2014,Mon,1715,BF,CN2CC,111A 131A 817 ,,M,D,BF,F ,X,T,C,50,0,0,0,,,1762103,5912509
Auckland,CHURCH ST,, ,I,HUGO JOHNSTON DRIVE,201441660,26/07/2014,Sat,1025,FE,4W1V,181A ,,R,D,B ,F ,X,T,C,50,0,0,0,,,1762103,5912509
Auckland,CHURCH ST,, ,I,HUGO JOHNSTON DRIVE,201417778,28/11/2014,Fri,1511,FE,VW1T,410A 500A ,,R,D,B ,F ,X,T,R,50,0,1,0,,,1762103,5912509
Auckland,CHURCH ST,70,E, ,MAURICE ROAD,201414815,16/07/2014,Wed,1250,CC,CE1CC,501A ,HMX,R,D,BF,F , ,N,C,50,0,0,1,,,1761298,5912425
Auckland,CHURCH ST,120,W, ,MAURICE ROAD,201440339,21/06/2014,Sat,1750,MC,CE1C,353A 370A 372B 691B 801 ,,R,W,TO,L , , ,P,50,0,0,0,,,1761109,5912405
Auckland,CHURCH ST,40,E, ,MOUNTJOY PLACE,201433666,16/04/2014,Wed,1530,EA,CW1C,129A 130A ,M,R,D,OF,F , ,N,C,50,0,0,0,,,1760128,5912295
Auckland,CHURCH ST,100,E, ,NEILSON ST,201437079,20/03/2014,Thu,1830,AC,CE1C,184A 184B 357B ,,R,D,O ,F , , ,C,50,0,0,0,,,1761617,5912460
Auckland,CHURCH ST,80,W, ,ORORKE ROAD,201438404,20/05/2014,Tue,1100,AA,CE1T,158A 184A 330A ,,R,D,B ,F , , ,R,50,0,0,0,,,1762024,5912501
Auckland,CHURCH ST,200,W, ,ORORKE ROAD,201450603,30/12/2014,Tue,1055,MC,CE1V,372B ,,R,D,B ,F , ,N,P,50,0,0,0,,,1761904,5912490
Auckland,CHURCH ST,40,S, ,PRINCES ST,201417788,22/10/2014,Wed,1730,KB,SN1C,204A 308B 378B 929 ,,R,D,B ,F ,D,N,N,50,0,0,1,,,1764360,5910131
Auckland,CHURCH ST,140,S, ,PRINCES ST,201442747,07/09/2014,Sun,1300,EA,CN1C,129A ,M,R,D,BF,F , ,N,C,50,0,0,0,,,1764383,5910034
Auckland,CHURCH ST,, ,I,PRINCES ST,201444477,23/09/2014,Tue,1110,FB,CS14,330A 371A 181B 331B ,,R,D,B ,F ,X,T,C,50,0,0,0,,,1764351,5910170
Auckland,CHURCH ST,, ,I,PRINCES ST,201440960,15/08/2014,Fri,757,NC,CS1E,713B ,,R,D,OF,F ,T,T,C,50,0,0,0,,,1764351,5910170
Auckland,CHURCH ST,40,S, ,RONAKI ROAD,201448035,19/11/2014,Wed,1530,MO,TN1V,371A ,M,R,D,B ,F , , ,C,50,0,0,0,,,1764605,5909086
Auckland,CHURCH ST,15,E, ,SELWYN ST,201443919,11/10/2014,Sat,1105,MD,CW1C,371B 926 ,,R,D,BF,F ,D,N,C,50,0,0,0,,,1758837,5912173
Auckland,CHURCH ST,, ,I,SELWYN ST,201442884,07/09/2014,Sun,1322,LB,CW1C,303B 402B ,,R,D,B ,F ,X,T,C,50,0,0,0,,,1758822,5912172
Auckland,CHURCH ST,, ,I,VICTORIA ST,201439666,06/07/2014,Sun,1040,HA,CE1C,321B ,,R,D,O ,F ,X,S,C,50,0,0,0,,,1759626,5912242
Auckland,CHURCHILL AVENUE,100,N, ,HUTT ROAD,201442388,27/08/2014,Wed,1930,MO,CN1C,371A 386A 926 ,,R,D,B ,F ,D,N,N,50,0,0,0,,,1768557,5900514
Auckland,CHURCHILL AVENUE,, ,I,PURIRI ROAD,201444454,07/06/2014,Sat,2200,BO,4S1C,124B 205B ,,R,D,DO,F ,T,G,C,50,0,0,0,,,1768743,5900079
Auckland,CHURCHILL AVENUE,20,S, ,WEYMOUTH ROAD,201444721,17/08/2014,Sun,1800,MO,VN1C,371A 371B 929 ,,R,D,BF,F ,D,N,C,50,0,0,0,,,1768501,5900644
Auckland,CHURCHILL AVENUE,, ,I,WEYMOUTH ROAD,201448443,21/10/2014,Tue,2155,BC,CW2C,103A 111A 131A ,,R,D,DO,F ,T,G,C,50,0,0,0,,,1768493,5900662
Auckland,CHURCHILL ST,, ,I,ALTEN ROAD,201416990,01/11/2014,Sat,106,DB,SS2C,131A ,M,S,D,DO,F ,T,N,P,50,0,0,1,,26,1758097,5920076
Auckland,CHURTON ST,20,S, ,EARLE ST,201440940,30/07/2014,Wed,2115,EA,CN1C,129A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1758725,5920147
Auckland,CITY ROAD,20,W, ,LIVERPOOL ST,201430469,24/01/2014,Fri,1530,MO,CE1C,371A ,M,R,D,B ,F ,T,N,C,50,0,0,0,,,1757150,5919569
Auckland,CITY ROAD,40,W, ,LIVERPOOL ST,201430778,25/01/2014,Sat,2250,JA,VE1C,308B 375B 926 ,,R,D,DO,F ,D,N,N,50,0,0,0,,,1757131,5919575
Auckland,CITY ROAD,, ,I,LIVERPOOL ST,201449483,20/12/2014,Sat,30,HA,4N1M,302A ,,R,W,DO,L ,X,G,C,50,0,0,0,,,1757169,5919562
