TLANAME,CRASHROAD,CRASHDIST,CRASHDIRN,INTSN,SIDEROAD,CRASHID,CRASHDATE,CRASHDOW,CRASHTIME,MVMT,VEHICLES,CAUSES,OBJECTSSTRUCK,ROADCURVE,ROADWET,LIGHT,WTHRa,JUNCTYPE,TRAFCTRL,ROADMARK,SPDLIM,CRASHFATALCNT,CRASHSEVCNT,CRASHMINCNT,PERSAGE1,PERSAGE2,EASTING,NORTHING
Dunedin City,NEILL ST E,30,S, ,RUNCIMAN ST,201432177,23/01/2014,Thu,915,EA,CW1C,386A ,M,R,D,O ,F , ,N,N,50,0,0,0,,,1400502,4913818
Dunedin City,NEW ST,, ,I,BEGG ST,201431588,13/01/2014,Mon,825,HA,CS2C,321A 335A 505A 801 ,,R,W,O ,L ,X,S,C,50,0,0,0,,,1406799,4914104
Dunedin City,NORTH ROAD,200,E, ,ANTRIM ST,201415615,13/09/2014,Sat,755,BC,CN1C,103A 121A 137B ,V,M,W,O ,F , ,N,C,50,0,2,3,,,1409298,4920455
Dunedin City,NORTH ROAD,, ,I,BALDWIN ST,201440197,16/07/2014,Wed,115,DC,CN1,112A 321A ,C,R,D,DO,F ,T,S,C,50,0,0,0,,,1408427,4919883
Dunedin City,NORTH ROAD,, ,I,BEECHWORTH ST,201418233,21/12/2014,Sun,1645,CB,CS1C,130A 158A 197A 800 ,M,R,W,O ,L ,T,G,C,50,0,0,1,,,1408731,4920108
Dunedin City,NORTH ROAD,, ,I,BLACKS ROAD,201415299,08/08/2014,Fri,2057,BA,CN1C,129A 358A ,,R,W,DO,L ,X,S,C,50,0,0,1,,,1407965,4919641
Dunedin City,NORTH ROAD,20,N, ,CHACOMBE AVENUE,201445238,06/10/2014,Mon,1555,MC,CS1C,372B 671B 801 ,,R,W,O ,L , , ,C,50,0,0,0,,,1407501,4919185
Dunedin City,NORTH ROAD,50,N, ,CHACOMBE AVENUE,201418013,21/11/2014,Fri,1510,FD,PN1V,181A ,,R,W,OF,L , ,N,C,50,0,0,1,,,1407522,4919207
Dunedin City,NORTH ROAD,5,S, ,CORNHILL ST,201440994,18/07/2014,Fri,915,MB,CN14,303B 375B ,,R,I,BF,F ,T,G,C,50,0,0,0,,,1407465,4919146
Dunedin City,NORTH ROAD,30,N, ,CRAIGLEITH ST,201441971,20/08/2014,Wed,1525,FD,VN1C,181A 331A ,,R,D,B ,F , , ,C,50,0,0,0,,,1407797,4919488
Dunedin City,NORTH ROAD,70,S, ,DUDDINGSTONE STEPS,201415446,19/08/2014,Tue,1705,FA,CN1S,129A 363A 412A 902 ,,R,D,B ,F , , ,C,50,0,0,1,,35,1407551,4919239
Dunedin City,NORTH ROAD,30,E, ,GLADSTONE ROAD,201434501,20/03/2014,Thu,1055,MO,CW1,133A 423A ,BK,R,D,BF,F , ,N,C,50,0,0,0,,,1407412,4919091
Dunedin City,NORTH ROAD,25,N, ,GLADSTONE ROAD,201443565,27/07/2014,Sun,1730,FD,CS1C,387A ,,R,D,OF,F , ,N,C,50,0,0,0,,,1407408,4919088
Dunedin City,NORTH ROAD,100,N, ,GLENDINING AVENUE,201417540,09/11/2014,Sun,2140,BA,CS1C,129A 410A ,,R,W,DO,L , ,N,C,50,0,0,2,,,1407705,4919396
Dunedin City,NORTH ROAD,5,E, ,ISLINGTON ST,201416457,24/09/2014,Wed,1715,NA,VW1E,191A 713B ,,R,D,O ,F ,T,G,C,50,0,1,0,8,,1407858,4919552
Dunedin City,NORTH ROAD,25,S, ,ISLINGTON ST,201444023,15/08/2014,Fri,1725,MC,CN1C,372B 671B ,,R,D,BF,F , ,N,C,50,0,0,0,,,1407837,4919530
Dunedin City,NORTH ROAD,, ,I,ISLINGTON ST,201416501,02/09/2014,Tue,938,EA,CS14,129A 361A ,M,R,D,BF,F ,T,G,C,50,0,0,1,,,1407854,4919549
Dunedin City,NORTH ROAD,100,N, ,OPOHO ROAD,201412786,15/04/2014,Tue,1830,FE,CS1C,331A ,,R,W,TO,L , ,T,C,50,0,0,1,,,1407450,4919130
Dunedin City,NORTH ROAD,5,W, ,SELWYN ST,201411946,20/03/2014,Thu,2020,NA,CS1E,713B ,,R,D,TO,F ,T,G,C,50,0,0,1,20,,1408208,4919769
Dunedin City,NORWOOD ST,, ,I,BONNINGTON ST,201441514,02/03/2014,Sun,2305,DA,CE1,102A 110A ,F,M,W,DO,F ,T,G,C,50,0,0,0,,,1409190,4920493
Dunedin City,NORWOOD ST,160,N, ,POTTERS ROAD,201432936,09/03/2014,Sun,435,CB,CS14,130A ,MX,R,D,DO,F , , ,N,50,0,0,0,,,1409720,4920909
Dunedin City,OATES ST,80,N, ,FALCON ST,201435545,26/04/2014,Sat,1823,EA,CS1C,129A 818 ,M,R,D,O ,F , , ,N,50,0,0,0,,,1404686,4917518
Dunedin City,OCTAGON,10,W, ,GEORGE ST,201442347,06/08/2014,Wed,1435,MO,CE1C,371A 386A 926 ,M,E,D,B ,F ,D,N,C,30,0,0,0,,,1406269,4916955
Dunedin City,OCTAGON,50,W, ,PRINCES ST,201443626,23/08/2014,Sat,1925,MO,TS14,371A 386A ,M,E,D,DO,F , , ,N,30,0,0,0,,,1406216,4916898
Dunedin City,OCTAGON,20,N, ,STUART ST,201444984,29/08/2014,Fri,1609,MO,VS1P,330A 386A ,M,R,D,B ,F , ,N,N,30,0,0,0,,,1406229,4916939
Dunedin City,OLD DUNSTAN ROAD,120,S, ,ROCKLANDS ROAD E,201412118,25/04/2014,Fri,1700,DA,4S1,102A 131A ,,M,W,O ,L , , ,N,100,0,1,0,,,1365239,4937765
Dunedin City,OPOHO ROAD,50,E, ,KNOX ST,201449956,24/12/2014,Wed,1300,MO,CE1C,386A ,M,E,D,B ,F , , ,C,50,0,0,0,,,1407583,4918987
Dunedin City,OPOHO ROAD,, ,I,KNOX ST,201418607,08/12/2014,Mon,1805,JA,CE1C,302B 375B ,,R,D,OF,F ,T,G,C,50,0,0,2,,,1407536,4919003
Dunedin City,ORARI ST,15,N, ,ANDERSONS BAY ROAD,201442912,31/07/2014,Thu,1530,KB,CS1C,308B 375B 927 ,,R,D,BF,F ,D, ,C,50,0,0,0,,,1406284,4915002
Dunedin City,ORBELL ST,, ,I,FEA ST,201447394,19/11/2014,Wed,835,DB,VS1,131A 688A ,,M,W,O ,F ,T,N,C,50,0,0,0,,,1406798,4919583
Dunedin City,ORR ST,110,S, ,STEVENSON ROAD,201440445,18/07/2014,Fri,800,EA,CN1V,129A ,M,E,D,B ,F , ,N,N,50,0,0,0,,,1403390,4913409
Dunedin City,OTAKI ST,15,S, ,MIDLAND ST,201415896,18/09/2014,Thu,1111,MA,CN14,373B ,,R,D,B ,F , , ,C,50,0,0,1,,,1406746,4914863
Dunedin City,OXFORD ST,, ,I,ARNEY ST,201412664,17/04/2014,Thu,1850,JA,CN2CC,113B 302B ,M,R,W,TO,L ,T,G,N,50,0,0,1,,,1406350,4914244
Dunedin City,OXFORD ST,, ,I,ATKINSON ST,201443212,21/08/2014,Thu,1930,HA,CW1C,301B ,,R,W,DO,F ,X,S,C,50,0,0,0,,,1406058,4914059
Dunedin City,OXFORD ST,160,E, ,KIRKCALDY ST,201443504,26/06/2014,Thu,1305,GE,CN1V,151A 333A 929 ,,R,D,OF,F ,D,N,N,50,0,0,0,,,1405877,4913945
Dunedin City,PANMURE AVENUE,120,W, ,RISELAW ROAD N,201437002,20/05/2014,Tue,2209,DB,CW1C,386A 645A 904 ,M,M,W,DO,M , , ,N,50,0,0,0,,,1403550,4913950
Dunedin City,PATERSON ST,40,W, ,SHULMA ST,201448235,16/09/2014,Tue,755,EA,CE1C,386A ,M,R,D,B ,F , ,N,C,50,0,0,0,,,1400445,4914044
Dunedin City,PERTH ST,80,W, ,BROWN ST,201410015,10/01/2014,Fri,0,CA,CE1C,101A 130A ,M,R,D,DO,F , , ,N,50,0,1,0,,,1393341,4916300
Dunedin City,PINE HILL ROAD,, ,I,ORBELL ST,201413060,20/05/2014,Tue,800,DA,MS1,131A ,,M,D,OF,F ,T,G,C,50,0,1,0,,,1406745,4919644
Dunedin City,PIPIKARETU ROAD,860,S, ,HARINGTON POINT ROAD,201448553,15/10/2014,Wed,1530,BB,CS1C,123A 404A ,,S,D,BN,F , ,N,N,100,0,0,0,,,1423087,4925239
Dunedin City,PITT ST,, ,I,HERIOT ROW,201431474,09/02/2014,Sun,150,DA,CE1,103A 135A 801 ,C,M,W,DO,L ,X,G,C,50,0,0,0,,,1406367,4917914
Dunedin City,PORTOBELLO ROAD,20,N, ,BACON ST,201414702,18/07/2014,Fri,815,DA,CS1,135A 802 ,T,E,I,B ,F , , ,C,70,0,0,1,,,1416217,4920317
Dunedin City,PORTOBELLO ROAD,50,N, ,CASTLEWOOD ROAD,201411944,13/03/2014,Thu,1955,DA,4S1,111A 131A ,ES,E,W,OF,L , ,N,C,50,0,0,1,,,1413742,4918998
Dunedin City,PORTOBELLO ROAD,220,N, ,DOON ST,201413677,07/04/2014,Mon,2330,DA,CN1,131A 412A 801 ,S,S,W,DN,L , , ,C,50,0,0,1,,,1408088,4916080
Dunedin City,PORTOBELLO ROAD,220,N, ,DOON ST,201416460,14/09/2014,Sun,1200,DA,CN1,111A 131A 402A 403A 801 ,KWZ,S,W,O ,L , , ,C,50,0,0,1,,,1408088,4916080
Dunedin City,PORTOBELLO ROAD,220,N, ,DOON ST,201412476,05/04/2014,Sat,941,BF,CS1CC,111A 131A 404A 901 ,,S,W,O ,H , , ,C,50,0,0,1,,,1408088,4916080
Dunedin City,PORTOBELLO ROAD,1250,N, ,DOON ST,201440543,02/07/2014,Wed,1740,DA,CE1,131A 181A 801 ,EX,E,W,DN,L , , ,C,70,0,0,0,,,1409031,4916426
Dunedin City,PORTOBELLO ROAD,3400,N, ,DOON ST,201448527,03/11/2014,Mon,230,EC,VW1,821,X,S,W,DN,F , ,N,C,70,0,0,0,,,1411146,4916478
Dunedin City,PORTOBELLO ROAD,50,E, ,HOWARD ST,201434960,05/02/2014,Wed,1200,DA,CE1,131A 901 ,C,M,W,OF,H , ,N,C,50,0,0,0,,,1412847,4917292
Dunedin City,PORTOBELLO ROAD,80,E, ,IRVINE ROAD,201413050,27/05/2014,Tue,640,DA,CW1,135A 802 ,C,M,I,DN,FF, ,N,C,50,0,0,1,,,1409907,4916367
Dunedin City,PORTOBELLO ROAD,120,W, ,IRVINE ROAD,201447483,19/11/2014,Wed,1940,BC,CW14,121A 358A ,DT,M,W,B ,F , ,N,C,100,0,0,0,,,1409712,4916385
Dunedin City,PORTOBELLO ROAD,40,W, ,IVANHOE ROAD W,201441866,22/07/2014,Tue,822,CB,VE1C,110A 137A 197A 801 ,EZ,R,W,O ,L , , ,C,70,0,0,0,,,1408666,4916364
Dunedin City,PORTOBELLO ROAD,20,W, ,KING GEORGE ST,201418341,13/11/2014,Thu,834,DA,CW1,111A 131A ,C,E,W,OF,F , ,N,C,50,0,0,1,,,1414579,4920012
Dunedin City,PORTOBELLO ROAD,40,S, ,LUSS ROAD,201417631,23/11/2014,Sun,1103,CA,SS1,130A 330A ,S,R,D,B ,F , ,N,C,50,0,1,0,,,1413602,4919131
Dunedin City,PORTOBELLO ROAD,400,N, ,MARNE ST,201447014,11/10/2014,Sat,30,MO,4N1,385A ,C,R,D,DO,F , ,N,C,50,0,0,0,,,1407842,4915472
Dunedin City,PORTOBELLO ROAD,, ,I,PORTSMOUTH DRIVE,201415702,03/08/2014,Sun,1600,DA,ME2,129A ,,R,D,ON,F ,T,G,R,50,0,1,0,,,1407452,4914765
Dunedin City,PORTOBELLO ROAD,, ,I,PORTSMOUTH DRIVE,201413068,20/05/2014,Tue,1203,HA,CE1S,300B 312B ,,M,D,BN,F ,T,G,R,50,0,0,1,,52,1407452,4914765
Dunedin City,PORTOBELLO ROAD,70,N, ,RAYNBIRD ST,201434154,05/04/2014,Sat,1308,DB,CS1,135A 800 801 ,E,M,W,OF,L , , ,C,50,0,0,0,,,1413538,4919352
Dunedin City,PORTOBELLO ROAD,100,N, ,RAYNBIRD ST,201418224,21/12/2014,Sun,919,DA,CN1,131A 801 ,E,M,W,O ,L , , ,C,50,0,1,1,,,1413551,4919378
Dunedin City,PORTOBELLO ROAD,1000,N, ,RAYNBIRD ST,201430209,13/01/2014,Mon,720,DA,CS1,131A 801 ,EL,E,W,O ,L , , ,C,70,0,0,0,,,1413753,4920137
Dunedin City,PORTOBELLO ROAD,100,N, ,SHORE ST,201438793,02/06/2014,Mon,1320,AC,CN1C,372A ,,R,D,BF,F , ,N,R,60,0,0,0,,,1407375,4914732
Dunedin City,PORTOBELLO ROAD E,130,E, ,IVANHOE ROAD,201415617,01/09/2014,Mon,1545,GB,SW14,112B 132B 150B 192B 929 ,,R,D,B ,F ,D,N,C,50,0,1,0,,,1409121,4916416
Dunedin City,PORTSMOUTH DRIVE,100,E, ,MIDLAND ST,201412661,06/04/2014,Sun,325,DB,CE1,103A 111A 131A ,P,E,W,DO,F , ,N,C,50,0,0,1,,,1406990,4914958
Dunedin City,PORTSMOUTH DRIVE,50,S, ,MIDLAND ST,201432252,23/02/2014,Sun,208,CB,4S1,103A 130A 801 ,P,R,W,DO,L , , ,R,60,0,0,0,,,1406955,4914993
Dunedin City,PORTSMOUTH DRIVE,, ,I,STRATHALLAN ST,201415524,19/08/2014,Tue,940,DA,4N2,363A 386A 902 ,P,R,D,B ,F ,T,T,R,50,0,0,1,,,1406534,4915487
Dunedin City,PORTSMOUTH DRIVE,50,S, ,TEVIOT ST,201436127,09/05/2014,Fri,400,DB,CN1,103A 410A ,T,E,D,DO,F , , ,R,60,0,0,0,,,1407180,4914869
Dunedin City,PRINCE ALBERT ROAD,, ,I,BAY VIEW ROAD,201412787,03/05/2014,Sat,2200,HA,CN14,322B 334B ,,R,D,DO,F ,X,T,C,50,0,0,1,,,1406351,4914089
Dunedin City,PRINCE ALBERT ROAD,20,S, ,NEW ST,201411292,06/03/2014,Thu,1727,FC,CN1CC,331A 352A 181B ,,R,D,O ,F , , ,C,50,0,0,2,,,1406483,4913881
Dunedin City,PRINCE ALBERT ROAD,, ,I,YOUNG ST,201417506,04/11/2014,Tue,1745,JA,CN1C,302B 377B 839 ,,R,W,OF,F ,T,G,C,50,0,0,2,,,1406393,4914023
Dunedin City,PRINCES ST,, ,I,ANDERSONS BAY ROAD,201434174,05/04/2014,Sat,1640,JA,CS1C,302B 375B ,,R,D,OF,F ,T,G,R,50,0,0,0,,,1405861,4915775
Dunedin City,PRINCES ST,50,N, ,ARDMORE DRIVE,201449584,08/08/2014,Fri,1511,DB,CS1CC,110A 131A 402A 800 802 ,M,E,I,O ,S , , ,C,50,0,0,0,,,1405705,4915157
Dunedin City,PRINCES ST,50,N, ,ARDMORE DRIVE,201448435,22/10/2014,Wed,1920,FF,VN1C,181A ,,E,D,BF,F , ,N,C,50,0,0,0,,,1405705,4915157
Dunedin City,PRINCES ST,5,S, ,DOWLING ST,201441511,30/07/2014,Wed,1535,FD,CS1CC,181A 191B ,,R,D,O ,F ,X,T,C,50,0,0,0,,,1406165,4916639
Dunedin City,PRINCES ST,, ,I,DOWLING ST,201416657,22/10/2014,Wed,1610,HA,CN1CV,322A 334A ,,R,D,B ,F ,X,T,C,30,0,0,1,,,1406166,4916643
Dunedin City,PRINCES ST,, ,I,DOWLING ST,201412364,07/03/2014,Fri,1120,FE,CN1C,420A 420B ,,R,D,B ,F ,X,T,C,30,0,0,1,,,1406166,4916643
Dunedin City,PRINCES ST,, ,I,HOPE ST,201434642,15/04/2014,Tue,900,LB,CN1C,303B 375B ,,R,W,ON,F ,T,G,P,50,0,0,0,,,1405937,4916000
Dunedin City,PRINCES ST,60,S, ,JERVOIS ST,201413662,17/05/2014,Sat,2235,MC,CN14C,112A 372B ,M,R,D,DO,F , , ,C,50,0,0,4,,,1405907,4915912
Dunedin City,PRINCES ST,5,N, ,JETTY ST,201448868,08/11/2014,Sat,1140,FE,CS1C,331A ,,R,D,B ,F ,M,T,N,50,0,0,0,,,1406056,4916321
Dunedin City,PRINCES ST,15,S, ,JETTY ST,201448234,12/11/2014,Wed,1100,AC,CS14,372A ,,R,D,O ,F ,T,N,C,50,0,0,0,,,1406049,4916302
Dunedin City,PRINCES ST,300,N, ,KING EDWARD ST,201436292,10/05/2014,Sat,1050,MO,CN1C,386A ,,E,D,O ,F , , ,C,50,0,0,0,,,1405728,4915401
Dunedin City,PRINCES ST,100,N, ,LEES ST,201410820,04/02/2014,Tue,1840,AC,CN1CC,330A 372A ,,R,D,O ,F , , ,C,50,0,0,1,,,1405801,4915604
Dunedin City,PRINCES ST,, ,I,MANOR PLACE,201417490,19/11/2014,Wed,1055,HA,CN1C,302B 375B ,,R,D,BF,F ,X,G,C,50,0,0,1,,,1405937,4916000
Dunedin City,PRINCES ST,40,N, ,MELVILLE ST,201448841,24/09/2014,Wed,1626,AO,CN1C,129A 357A 129B 357B ,,R,D,B ,F , , ,C,50,0,0,0,,,1405838,4915710
Dunedin City,PRINCES ST,10,S, ,OCTAGON,201414810,15/06/2014,Sun,331,NA,VS1E,716B ,,R,D,DO,F ,X,T,C,50,0,0,1,18,,1406244,4916855
Dunedin City,PRINCES ST,100,S, ,POLICE ST,201432424,31/01/2014,Fri,1204,MB,CS1C,375B ,,R,D,B ,F , , ,C,50,0,0,0,,,1405961,4916067
Dunedin City,PRINCES ST,, ,I,RATTRAY ST,201411536,06/03/2014,Thu,904,FE,CN1M,181A ,,R,D,OF,F ,X,T,C,50,0,0,1,,,1406128,4916528
Dunedin City,PRINCES ST,, ,I,RATTRAY ST,201449701,30/12/2014,Tue,1700,FE,CS1C,181A 330A ,,R,D,O ,F ,X,T,C,50,0,0,0,,,1406128,4916528
Dunedin City,PRINCES ST,, ,I,SOUTH ROAD,201415427,12/08/2014,Tue,1010,JC,CN2M,302A 363A 387A 902 ,,E,W,O ,F ,M,G,R,50,0,0,1,,,1405721,4915383
Dunedin City,PRINCES ST,5,S, ,STAFFORD ST,201450558,22/11/2014,Sat,935,FE,CN1C,331A 801 ,,R,W,O ,L ,X,T,C,50,0,0,0,,,1406052,4916311
Dunedin City,PRINCES ST,5,S, ,STAFFORD ST,201450502,20/12/2014,Sat,1315,FE,CN1B,331A ,,R,D,O ,F ,M,T,C,50,0,0,0,,,1406052,4916311
Dunedin City,PRINCES ST,10,S, ,STAFFORD ST,201450054,26/11/2014,Wed,810,AO,CN1C,129B ,,R,D,B ,F ,T,T,R,50,0,0,0,,,1406050,4916307
Dunedin City,PRINCES ST,100,S, ,STAFFORD ST,201450434,26/11/2014,Wed,2300,EA,CS1CC,129A 350A ,MM,R,D,DO,F , ,N,R,50,0,0,0,,,1406019,4916223
Dunedin City,PRINCES ST,, ,I,STAFFORD ST,201416458,10/09/2014,Wed,1342,FE,CN1C,351A ,,R,D,O ,F ,M,T,C,50,0,0,1,,,1406054,4916316
Dunedin City,PUDDLE ALLEY,, ,A,PUDDLE ALLEY SLIP S,201415286,05/08/2014,Tue,930,JA,4N14,302B 375B ,,M,D,BF,F ,T,G,C,80,0,0,1,,,1396984,4919319
Dunedin City,PUDDLE ALLEY,, ,I,PUDDLE ALLEY SLIP S,201412667,23/04/2014,Wed,900,JA,4N1C,302B 375B ,,E,W,ON,F ,T,G,C,80,0,1,1,,,1396984,4919319
Dunedin City,QUARRY ROAD,, ,I,CLYDE ST,201431182,20/02/2014,Thu,800,KA,BN1C,302B 363B 375B 902 ,,R,D,B ,F ,T,G,C,50,0,0,0,,,1394967,4914561
Dunedin City,QUARRY ROAD,, ,I,MOSGIEL OFF SBD,201411654,19/01/2014,Sun,1100,HA,CW2S,302A 375A ,,M,D,BF,F ,R,G,N,50,0,0,1,,54,1394917,4914678
Dunedin City,QUEENS DRIVE,, ,I,ANDERSONS BAY ROAD,201444277,18/09/2014,Thu,1720,FB,CN1C,331A 801 ,,R,W,OF,L ,T,G,R,50,0,0,0,,,1406840,4914315
Dunedin City,QUEENS DRIVE,50,N, ,HAWTHORN AVENUE,201443769,31/08/2014,Sun,215,DA,CS1,111A 131A 801 ,F,S,W,DO,M , , ,N,50,0,0,0,,,1404869,4916250
Dunedin City,QUEENS GARDENS,, ,A,BEAUMONT ROAD,201446685,10/10/2014,Fri,1818,DB,CE2C,111A 131A 800 ,M,S,W,O ,L ,T,N,N,50,0,0,0,,,1404446,4916305
Dunedin City,RAMROCK ROAD,300,W, ,QUARRY ROAD,201448699,03/12/2014,Wed,1817,DB,VW1,103A 111A 131A ,V,M,D,O ,F , , ,N,100,0,0,0,,,1416995,4947982
Dunedin City,RAMROCK ROAD,730,W, ,QUARRY ROAD,201432179,14/02/2014,Fri,1840,DA,CS1,111A 138A ,,M,D,O ,F , ,N,N,100,0,0,0,,,1416663,4947780
Dunedin City,RAMROCK ROAD,2000,W, ,QUARRY ROAD,201445649,10/10/2014,Fri,130,DA,CW1,101A 111A 131A 813 ,F,M,D,DN,F , , ,N,100,0,0,0,,,1415466,4947961
Dunedin City,RATTRAY ST,, ,I,ARTHUR ST,201445923,23/10/2014,Thu,1830,FE,CN2C,104A 181A ,,R,D,B ,F ,M,T,C,50,0,0,0,,,1405576,4916917
Dunedin City,RATTRAY ST,50,E, ,BROADWAY,201444997,29/09/2014,Mon,2130,MB,CE1C,372B 645B ,,R,D,DO,F , ,N,C,50,0,0,0,,,1406032,4916562
Dunedin City,RATTRAY ST,30,W, ,PRINCES ST,201415705,02/07/2014,Wed,1410,JA,VE1C,308B 375B 929 ,,R,W,OF,L ,D,N,C,50,0,0,1,,,1406099,4916538
Dunedin City,RATTRAY ST,, ,I,PRINCES ST,201435128,05/04/2014,Sat,755,HA,CE1C,322A 334A 350A ,,R,W,O ,F ,X,T,C,50,0,0,0,,,1406128,4916528
Dunedin City,RAVENSWOOD ROAD,50,S, ,ABERDEEN ROAD,201415289,31/07/2014,Thu,2038,CB,4S1,129A ,D,R,D,DO,F , ,N,C,50,0,0,1,,,1404766,4912741
Dunedin City,RAVENSWOOD ROAD,20,S, ,JACOBS LADDER,201448863,08/11/2014,Sat,1600,MO,CS1C,111A 357A 512A ,M,S,D,B ,F , , ,C,50,0,0,0,,,1404825,4912953
Dunedin City,REGENT ROAD,15,N, ,GEORGE ST,201431703,05/01/2014,Sun,2000,DA,CS1,501A ,F,E,D,O ,F , , ,C,50,0,0,0,,,1406730,4918244
Dunedin City,RICCARTON ROAD WEST,, ,I,BUSH ROAD,201410394,07/01/2014,Tue,1717,HA,4000000000000000000000000,301A 375A ,,R,W,OF,L ,X,S,C,80,0,0,2,,,1392494,4915799
Dunedin City,RICHARDSON ST,15,E, ,AJAX ST,201432437,02/02/2014,Sun,913,EA,4E1C,129A 358A ,M,R,D,B ,F , , ,C,50,0,0,0,,,1406447,4913776
Dunedin City,RICHARDSON ST,, ,I,MOREAU ST,201430592,12/01/2014,Sun,1230,MC,CE1C,372B ,,R,W,O ,L ,X,S,C,50,0,0,0,,,1406029,4913509
Dunedin City,RICHMOND ST,150,N, ,MACANDREW ROAD,201443511,28/07/2014,Mon,1730,EA,CN1C,129A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1405169,4913988
Dunedin City,RISELAW ROAD,, ,I,PANMURE AVENUE N,201412654,18/04/2014,Fri,1350,JA,CN1C,302B 378B 832 ,,R,W,OF,L ,T,G,C,50,0,0,4,,,1403664,4913990
Dunedin City,RISELAW ROAD,80,S, ,SOUTH ROAD,201436893,23/05/2014,Fri,1905,QD,CN1C,330A 428A ,EFX,E,D,DO,F , , ,C,50,0,0,0,,,1403427,4914256
Dunedin City,RIVERSIDE ROAD,30,E, ,BUSH ROAD,201450538,26/12/2014,Fri,630,CC,CS1,112A 130A 517A ,F,R,D,DN,F , , ,N,100,0,0,0,,,1389186,4914281
Dunedin City,RIVERSIDE ROAD,1000,N, ,BUSH ROAD,201400092,27/04/2014,Sun,310,DB,CN1,103A 131A 402A 532A 813 ,T,E,D,DN,F , , ,N,100,1,0,0,,,1388765,4915221
Dunedin City,ROYAL CRESCENT,, ,I,MARLOW ST,201416500,12/09/2014,Fri,830,HA,4N1CC,375B ,Q,R,D,OF,F ,X,G,C,50,0,1,3,,,1407118,4913722
Dunedin City,ROYAL TERRACE,, ,I,COBDEN ST,201412245,10/04/2014,Thu,1730,MC,CS1C,330B 372B ,,R,D,O ,F ,X,G,C,50,0,0,1,,,1406164,4917729
Dunedin City,ROYAL TERRACE,, ,I,CORRIE ST,201435368,05/04/2014,Sat,545,LB,PE1X,302A ,,E,W,O ,H ,T,G,C,50,0,0,0,,,1406296,4917880
Dunedin City,ROYAL TERRACE,, ,I,HERIOT ROW,201432236,12/02/2014,Wed,1900,DA,CE1,131A 403A 801 810 ,C,S,W,B ,L ,X,S,C,50,0,0,0,,,1406367,4917914
Dunedin City,RUDD ROAD,240,N, ,WAKARI ROAD,201436291,30/03/2014,Sun,1610,BB,CN14,123A 813 ,,M,D,B ,F , , ,N,50,0,0,0,,,1403751,4919206
Dunedin City,RUNCIMAN ST,, ,I,NEILL ST E,201432422,25/01/2014,Sat,1920,DB,CN2,110A 131A 402A ,KX,M,D,B ,F ,T,N,C,50,0,0,0,,,1400508,4913848
Dunedin City,RUSSELL ROAD,1000,N, ,COAST ROAD,201447476,04/10/2014,Sat,1530,CC,CS1,138A 402A ,V,R,D,O ,F , ,N,N,100,0,0,0,,,1414296,4939493
Dunedin City,SCHOOL ROAD NORTH,, ,I,GORDON ROAD,201415570,24/08/2014,Sun,1350,HA,4E1C,302B 335B 363B 902 ,S,R,D,B ,F ,X,G,C,100,0,2,0,,,1392985,4919161
Dunedin City,SEAVIEW TERRACE,10,N, ,ALLANDALE ROAD,201432531,25/01/2014,Sat,2305,MO,CN1CC,371A 386A ,M,R,D,DO,F ,T,N,C,50,0,0,0,,,1404740,4913210
Dunedin City,SEAVIEW TERRACE,30,S, ,EASTHER CRESCENT,201414535,09/07/2014,Wed,1228,EA,CN1C,129A 358A 903 ,M,R,D,O ,FS, , ,N,50,0,0,1,,,1404870,4913418
Dunedin City,SEVERN ST,, ,I,GRANDVISTA DRIVE,201449924,04/12/2014,Thu,1145,HA,CS2C,309B 387B ,,R,W,O ,L ,X,N,N,50,0,0,0,,,1399730,4914214
Dunedin City,SH 1S,, ,A,UNKNOWN,201450706,10/12/2014,Wed,1100,MD,CN1V,308B 929 ,,R,D,BF,F ,D,N,C,100,0,0,0,,,,
Dunedin City,SH 1S CUMBERLAND,, ,I,QUEENS GARDENS,201447814,11/09/2014,Thu,1630,GF,CE2C,381A ,,R,D,BF,F ,T,T,C,50,0,0,0,,,,
Dunedin City,SHETLAND ST,15,W, ,GREENHILL AVENUE,201410690,07/03/2014,Fri,1000,BA,CW1CC,129A 137A 353A ,M,R,D,B ,F ,X,G,N,50,0,1,3,,,1404633,4918565
Dunedin City,SHETLAND ST,200,S, ,NAIRN ST,201443625,01/09/2014,Mon,1450,MA,VN1C,353B 373B ,,R,D,B ,F , , ,N,50,0,0,0,,,1405260,4918114
Dunedin City,SHETLAND ST,50,W, ,PROSPECT BANK,201448545,01/11/2014,Sat,1,EA,CW14,129A ,M,R,D,DO,F , ,N,C,50,0,0,0,,,1404691,4918524
Dunedin City,SHORE ST,80,W, ,MUSSELBURGH RISE,201439786,03/07/2014,Thu,1945,FA,CN1C,130A 331A 191B 195B 804 862 ,,E,D,DO,F , , ,C,50,0,0,0,,,1407796,4914532
Dunedin City,SHORE ST,180,W, ,MUSSELBURGH RISE,201411573,12/02/2014,Wed,1635,BF,CS1C,131A 801 ,,S,W,OF,L , ,N,C,50,0,0,1,,,1407798,4914620
Dunedin City,SHORE ST,250,E, ,PORTOBELLO ROAD,201412547,25/03/2014,Tue,600,BF,CN1V,111A 131A 800 901 ,,S,W,O ,H , , ,C,60,0,0,1,,,1407710,4914708
