TLANAME,CRASHDATE,CRASHDOW,CRASHTIME,MVMT,VEHICLES,CAUSES,OBJECTSSTRUCK,ROADCURVE,ROADWET,LIGHT,WTHRa,JUNCTYPE,TRAFCTRL,ROADMARK,SPDLIM,CRASHFATALCNT,CRASHSEVCNT,CRASHMINCNT,EASTING,NORTHING
Auckland,27/10/2014,Mon,1437,GD,CN1C,331A 350A ,,R,D,BF,F ,T,G,C,50,0,0,2,1765644,5917735
Auckland,26/06/2014,Thu,1309,MO,CS1C,386A ,M,R,D,OF,F , , ,C,50,0,0,0,1765434,5916865
Auckland,18/12/2014,Thu,1615,FC,CN1C,181A ,,R,D,BF,F , ,N,X,50,0,0,0,1765452,5916943
Auckland,23/06/2014,Mon,1624,EA,VS1C,129A 358A ,M,R,D,BF,F , ,N,C,50,0,0,1,1765616,5917616
Auckland,09/08/2014,Sat,430,CB,CN1,103A 130A ,FH,R,W,DO,L ,T,S,C,50,0,0,0,1765635,5917694
Auckland,20/08/2014,Wed,1457,MO,CN1C,371B ,,R,D,OF,F , ,N,C,50,0,0,0,1765490,5917088
Auckland,13/03/2014,Thu,1630,MF,CN1C,371B ,,R,D,BF,F , ,N,C,50,0,0,0,1765491,5917093
Auckland,18/07/2014,Fri,2120,MF,CS1C,371B ,,R,D,DO,F , ,N,C,50,0,0,0,1765498,5917122
Auckland,21/12/2014,Sun,1649,MO,CS1C,330A 371A ,M,R,W,O ,F , , ,C,50,0,0,0,1765477,5917040
Auckland,24/05/2014,Sat,655,ME,CS1C,371B ,,R,D,O ,F , , ,R,50,0,0,0,1765471,5917016
Auckland,22/09/2014,Mon,1002,FD,CN1C,181A 515A 191B 801 ,Y,R,W,O ,L , , ,C,50,0,0,0,1765463,5916987
Auckland,10/12/2014,Wed,400,EC,CS1,103A 112A 517A ,HI,R,D,DO,F ,R,G,R,50,0,0,1,1765486,5917073
Auckland,01/08/2014,Fri,1051,AO,CN1C,129A ,,R,D,B ,F , , ,C,50,0,0,0,1765705,5917979
Auckland,18/10/2014,Sat,251,DC,CE2,103A 335A ,FKT,R,D,DO,F ,T,N,C,50,0,0,2,1754451,5927620
Auckland,08/03/2014,Sat,1100,JC,VN1C,302A 375A ,,R,D,BF,F ,T,G,C,50,0,0,0,1756028,5944184
Auckland,28/07/2014,Mon,800,HA,VE1C,302A 375A ,,R,D,OF,F ,R,G,R,50,0,0,0,1755196,5929488
Auckland,07/03/2014,Fri,1559,HA,CN2C,302A 375A ,,R,D,BF,F ,R,G,R,50,0,0,0,1755213,5929483
Auckland,22/08/2014,Fri,1205,JA,CN1C,308B 925 ,,E,D,B ,F ,D, ,C,50,0,0,0,1755072,5929851
Auckland,10/10/2014,Fri,1540,JA,CS1CC,308B 927 ,,E,D,B ,F ,D,N,P,50,0,0,0,1755115,5929772
Auckland,30/01/2014,Thu,1501,FA,4W1C,181A ,,E,D,O ,F , ,N,C,50,0,0,0,1755162,5929591
Auckland,08/10/2014,Wed,930,KB,4S1S,308A 370A 927 ,,R,D,O ,F ,D,N,P,50,0,0,0,1755013,5929391
Auckland,26/01/2014,Sun,1215,MO,4E1C,386A ,,R,D,O ,F , ,N,C,50,0,0,0,1755168,5929473
Auckland,13/04/2014,Sun,1243,FB,CW1C,181A 387A ,,M,D,B ,F ,T,G,C,50,0,0,0,1755000,5929384
Auckland,22/02/2014,Sat,930,MG,CW1C,371B ,,R,D,BF,F ,T,G,C,50,0,0,0,1755000,5929384
Auckland,08/11/2014,Sat,45,DB,CW1C,103A 111A 131A ,MT,S, ,DO,  , ,N,C,50,0,0,0,1753594,5917819
Auckland,13/11/2014,Thu,708,CA,MW1,112A ,,R,W,BN,L , ,N,C,70,0,0,1,1763096,5891000
Auckland,17/09/2014,Wed,740,DB,ME1,131A 800 ,,M,W,BN,L , ,N,C,80,0,0,1,1767131,5892387
Auckland,19/03/2014,Wed,600,BF,CW1C,129A 131A 363A ,B,E,D,DN,F , , ,L,100,0,0,1,1765724,5892344
Auckland,05/07/2014,Sat,2300,DA,CN2,111A 131A 801 ,P,S,W,DO,H ,T,G,C,80,0,0,0,1759981,5889592
Auckland,30/08/2014,Sat,1658,DA,4S1,110A 134A ,C,M,W,TN,L , ,N,L,70,0,0,3,1769536,5893663
Auckland,15/08/2014,Fri,1750,DA,VN1,129A 504A ,G,M,D,TF,F , ,N,C,100,0,0,0,1765324,5892226
Auckland,23/05/2014,Fri,920,EC,CE1,820,D,R,D,BF,F , ,N,C,100,0,0,0,1769206,5893216
Auckland,19/01/2014,Sun,106,CB,CW1E,103A 129A ,,R,D,DN,F , ,N,C,80,0,1,0,1743485,5930413
Auckland,05/11/2014,Wed,710,EA,CE1C,129A 363A 645A 902 ,M,R,D,B ,F , , ,N,50,0,0,0,1764841,5907822
Auckland,31/08/2014,Sun,1206,CB,CS1,129A 350A ,FP,R,D,B ,F , ,N,C,50,0,0,1,1771021,5878169
Auckland,30/06/2014,Mon,2130,DB,CN1,101A 108A 111A ,F,M,W,DN,F , ,N,C,80,0,0,2,1771297,5878463
Auckland,05/06/2014,Thu,2030,DA,CS1,332A ,V,M,D,DN,F , ,N,C,100,0,0,0,1771003,5878120
Auckland,20/06/2014,Fri,1600,BC,CW1C,121A 610A ,,S,W,O ,F , ,N,N,100,0,0,1,1731936,5905499
Auckland,17/06/2014,Tue,1537,DB,CE1,111A 131A ,P,M,W,OF,L , ,N,C,70,0,0,1,1752442,5935892
Auckland,20/02/2014,Thu,2037,DB,CW1,131A 402A 412A ,CS,M,D,DF,F , , ,N,70,0,0,1,1751861,5935847
Auckland,28/09/2014,Sun,2018,DA,CW1,131A 191A ,S,E,D,DN,F ,T,S,C,70,0,0,0,1751542,5935724
Auckland,08/06/2014,Sun,5,DB,CW1,195A ,X,E,W,DO,L , ,N,C,70,0,0,0,1753249,5936421
Auckland,11/03/2014,Tue,800,QD,CN1,428A ,H,R,D,B ,F ,X,G,C,50,0,0,0,1765050,5919654
Auckland,05/09/2014,Fri,850,AA,CS1C,372A ,,R,D,B ,F ,T,G,C,50,0,0,0,1765007,5919843
Auckland,18/08/2014,Mon,830,EA,CS1C,129A ,Q,E,D,BF,F , ,N,C,50,0,0,0,1765379,5918874
Auckland,21/07/2014,Mon,1725,LB,CN1C,303B 375B 929 ,,R,W,DO,L ,D,N,C,50,0,0,0,1765164,5919384
Auckland,30/07/2014,Wed,1815,EA,CS1C,129A 386A ,M,R,D,TF,F , , ,C,50,0,0,1,1765180,5919347
Auckland,26/03/2014,Wed,1730,EA,CE1C,129A 350A ,M,R,D,B ,F , , ,N,50,0,0,0,1763680,5913134
Auckland,14/10/2014,Tue,922,GC,CW1C,174B 671B 930 ,,R,D,B ,F ,D,N,N,50,0,0,1,1763581,5913118
Auckland,23/11/2014,Sun,1401,MO,CS1,133A 423A ,HJ,R,D,BF,F , ,N,N,50,0,0,0,1757346,5920062
Auckland,15/05/2014,Thu,830,EA,TN1C,386A ,M,R,D,B ,F , ,N,C,50,0,0,0,1753565,5915382
Auckland,11/10/2014,Sat,136,DC,CW1,102A 501A ,H,R,D,DO,F , , ,N,50,0,0,0,1768354,5898463
Auckland,01/05/2014,Thu,736,EA,CE1C,129A 363A 902 ,M,R,D,B ,F ,T,G,C,50,0,0,0,1751533,5932066
Auckland,23/12/2014,Tue,1730,GF,BS1C,671A ,,R,D,DO,F ,X,T,C,50,0,0,0,1757400,5920942
Auckland,15/01/2014,Wed,2240,MO,CS1C,371A ,M,R,D,DO,L , ,N,C,50,0,0,0,1757446,5921076
Auckland,15/01/2014,Wed,,GF,CN1C,129A ,,E,D,BF,F ,T,T,R,50,0,0,0,1757450,5921090
Auckland,13/02/2014,Thu,20,MO,XS1V,371B ,Q,R,D,DN,F , , ,N,50,0,0,0,1757259,5921018
Auckland,30/09/2014,Tue,1,DA,CE1,131A 357A 420A ,T,E,D,DO,F ,T,N,C,50,0,0,0,1742631,5919512
Auckland,07/09/2014,Sun,750,EA,CE1T,129A ,M,R,D,BF,F , ,N,C,50,0,0,0,1742853,5919612
Auckland,10/10/2014,Fri,2143,HA,CE14,302A 330A ,,R,D,DO,F ,R,G,R,50,0,0,1,1742833,5919607
Auckland,18/01/2014,Sat,1248,GD,CS1C,181A 423A 929 ,,R,D,BF,F ,D,N,C,50,0,0,1,1745228,5924213
Auckland,08/04/2014,Tue,1000,GD,CN1C,333A 354A 921 ,,R,D,OF,F ,D,N,C,50,0,0,0,1745145,5924363
Auckland,16/08/2014,Sat,1838,EA,CW14,129A 354A ,M,R,D,DO,F , ,N,P,50,0,0,0,1745598,5923835
Auckland,27/02/2014,Thu,1132,JA,CN14,129A 504A 927 ,,R,D,BF,F ,D,T,C,50,0,0,0,1763200,5915987
Auckland,02/06/2014,Mon,2300,CB,CS1,130A 351A 357A ,F,R,D,DO,F , ,N,C,50,0,0,0,1764064,5915037
Auckland,15/10/2014,Wed,1430,FA,CS1C,181A ,,R,D,B ,F , , ,C,50,0,0,0,1763812,5915383
Auckland,14/06/2014,Sat,1615,FB,CS1C,181A 331A ,,R,D,BF,F ,T,G,C,50,0,0,0,1764068,5915017
Auckland,06/10/2014,Mon,1645,FD,CS1C,181A ,,R,D,B ,F , , ,C,50,0,0,0,1763880,5915301
Auckland,20/07/2014,Sun,345,DA,CS1,137A 410A ,FP,E,W,DO,F , , ,P,50,0,0,2,1763848,5915351
Auckland,23/06/2014,Mon,1310,EA,CN1CCC,197A 380A 902 ,M,R,D,B ,F , , ,P,50,0,0,0,1763620,5915547
Auckland,25/11/2014,Tue,1800,BF,VE2CC,101A 111A 131A ,,R,D,BF,F ,T,G,C,50,0,0,2,1763902,5915268
Auckland,07/08/2014,Thu,1732,JA,CN1C,308B 927 ,,R,D,TO,F ,D,N,P,50,0,0,0,1763390,5915738
Auckland,09/11/2014,Sun,1345,FB,CN1C,181A 331A ,,R,D,B ,F ,T,T,P,50,0,0,0,,
Auckland,15/06/2014,Sun,403,DC,CW1,103A 112A ,,R,D,DO,F ,T,S,C,50,0,0,0,1768341,5900719
Auckland,21/03/2014,Fri,1230,MO,CE14,371A ,M,R,D,B ,F , , ,C,50,0,0,0,1757357,5919749
Auckland,04/10/2014,Sat,1425,MO,CW1C,371A 386A ,M,R,D,O ,F ,T,G,C,50,0,0,0,1757343,5919743
Auckland,06/06/2014,Fri,1930,EA,CW1C,129A ,M,S,D,DO,F ,X,G,C,50,0,0,0,1757390,5919765
Auckland,30/03/2014,Sun,0,EA,CE1C,129A ,M,R,D,DO,F , ,N,C,50,0,0,0,1757386,5919762
Auckland,31/03/2014,Mon,1909,BA,SS1C,129A 375A ,,R,D,TO,F , ,N,N,50,0,0,1,1752113,5929082
Auckland,21/12/2014,Sun,2335,DB,CS1,111A 131A 402A ,KT,E,W,DO,L , ,N,C,50,0,0,0,1751926,5928891
Auckland,12/11/2014,Wed,750,CC,CS1,410A ,FP,R,D,OF,F , ,N,C,50,0,0,0,1752063,5928500
Auckland,05/01/2014,Sun,1525,LB,CN1C,144B 303B 801 929 ,,R,W,O ,L ,D, ,C,50,0,0,1,1752018,5928663
Auckland,22/11/2014,Sat,1330,EC,CN1C,308B 341B 375B 929 ,Q,R,D,BF,F ,D,N,C,50,0,0,0,1754885,5925930
Auckland,19/03/2014,Wed,2044,CB,TS1,130A ,KP,R,D,DO,F , , ,N,50,0,0,0,1763859,5913455
Auckland,06/02/2014,Thu,1600,EA,CS1C,129A 443B ,M,E,D,O ,F , , ,C,50,0,0,0,1754195,5916877
Auckland,01/05/2014,Thu,822,EA,CE1T,129A 363A 902 ,M,E,D,B ,F ,T,G,C,50,0,0,1,1755722,5929355
Auckland,22/09/2014,Mon,1746,EA,CN1C,129A 363A ,M,R,D,B ,F ,T,N,C,50,0,0,0,1755559,5929342
Auckland,13/01/2014,Mon,1233,AO,CW1C,386A ,,R,D,BF,F ,T,N,N,50,0,0,0,1756672,5918800
Auckland,12/04/2014,Sat,1730,EA,4W1C,129A ,M,R,D,TF,F , ,N,N,50,0,0,0,1756583,5918827
Auckland,08/05/2014,Thu,1400,EA,4E1C,129A 500A ,M,R,D,O ,F ,T,N,N,50,0,0,0,1756592,5918824
Auckland,23/09/2014,Tue,1727,DB,CS1CC,103A 131A ,M,R,D,O ,F ,T,N,N,50,0,0,0,1756563,5918833
Auckland,15/11/2014,Sat,109,DB,CS2,111A 131A ,T,E,D,DO,F ,T,N,C,70,0,0,0,1775174,5895333
Auckland,23/06/2014,Mon,950,FO,CS1C,129A ,,R,D,O ,F ,X,S,N,50,0,0,0,1755856,5919202
Auckland,17/04/2014,Thu,813,MB,CW14,303B ,,E,W,O ,HS, , ,C,50,0,0,0,1770393,5916778
Auckland,27/05/2014,Tue,129,DA,CS1,102A 501A 929 ,J,E,D,DO,F ,D,N,N,50,0,0,0,1770277,5901152
Auckland,14/12/2014,Sun,2250,DB,CW1V,111A 131A ,M,E,D,DO,F , ,N,C,50,0,0,0,1767444,5899080
Auckland,22/05/2014,Thu,1450,MA,CS1V,614A 373B 378B 831 ,P,M,D,B ,F ,T,N,C,50,0,0,0,1766555,5899410
Auckland,12/04/2014,Sat,2145,JC,CS2C,321A ,,R,D,DO,F ,T,S,C,50,0,0,0,1769215,5899683
Auckland,14/05/2014,Wed,1435,CB,CE1,410A ,P,R,D,B ,F , , ,C,50,0,0,0,1768408,5899381
Auckland,21/11/2014,Fri,1540,FB,CS1C,331A 359A ,,R,D,O ,F ,R,G,C,50,0,0,0,1768496,5899415
Auckland,21/05/2014,Wed,1010,FB,CE1C,181A ,,R,D,OF,F ,R,G,R,50,0,0,0,1768496,5899415
Auckland,25/10/2014,Sat,109,DA,CE1,103A 111A 131A 402A ,P,R,D,DO,F ,R,G,R,50,0,0,0,1768501,5899423
Auckland,03/11/2014,Mon,1130,FA,4W1C,181A 331A 357A ,,R,D,O ,F ,R,G,C,50,0,0,1,1768515,5899423
Auckland,14/07/2014,Mon,1335,CA,CN1T,102A 109A 112A 130A 357A ,M,R,D,B ,F , , ,C,50,0,1,0,1766423,5899593
Auckland,04/05/2014,Sun,1330,KB,CW1C,308B 375B 922 ,,R,D,BN,F ,D,N,C,50,0,0,0,1769489,5899783
Auckland,10/05/2014,Sat,1149,FD,CW1C,181A ,,R,D,BF,F , ,N,C,50,0,0,0,1769461,5899773
Auckland,12/11/2014,Wed,630,BF,CN2C,111A 131A 801 ,,M,W,O ,LS,T,T,C,50,0,0,0,1769508,5899789
Auckland,20/06/2014,Fri,1515,FE,CE1C,181A ,,R,D,OF,F ,T,T,C,50,0,0,0,1769508,5899789
Auckland,21/07/2014,Mon,910,FE,CE1C,330A 181 ,,R,D,B ,F ,T,T,C,50,0,0,0,1769508,5899789
Auckland,27/09/2014,Sat,1400,JA,MW1C,303A 375A ,,R,D,BF,F ,T,N,C,50,0,0,1,1769307,5899716
Auckland,15/07/2014,Tue,830,EA,CE1T,129A 363A 902 ,M,E,D,BF,F , ,N,C,50,0,0,0,1767625,5899084
Auckland,08/11/2014,Sat,1652,DB,CS1,131A 358A 402A 642A ,G,E,D,B ,F , , ,P,50,0,0,1,1767596,5899068
Auckland,29/06/2014,Sun,140,MO,CW1C,512A 517A ,,R,D,DO,F ,R,G,R,50,0,0,0,1768322,5899346
Auckland,29/08/2014,Fri,710,BF,CS1T,131A 412A 817 ,,E,D,B ,F , , ,C,50,0,0,1,1766437,5899557
Auckland,14/02/2014,Fri,15,MA,CE1C,373B ,,E,D,DO,F , , ,C,50,0,0,0,1758331,5920648
Auckland,01/06/2014,Sun,515,FF,CE1C,323A ,,R,W,DO,H ,T,T,C,50,0,0,0,1759534,5910253
Auckland,17/12/2014,Wed,1030,KB,CW1C,322B ,,R,W,OF,HS,X,T,R,50,0,0,0,1759534,5910253
Auckland,24/12/2014,Wed,240,DB,CS2,111A 131A 514A ,G,S,D,DO,F ,T,G,R,50,0,0,0,1759534,5910253
Auckland,25/05/2014,Sun,1240,DB,CE1,111A 131A ,T,E,D,BF,F ,T,G,R,50,0,0,0,1759534,5910253
Auckland,25/07/2014,Fri,1500,CB,CS14,129A 410A ,M,R,D,OF,F , ,N,C,50,0,0,0,1760094,5908875
Auckland,28/11/2014,Fri,1538,FB,CS1C,181A 331A ,,E,D,B ,F ,X,G,R,50,0,0,0,1760116,5908830
Auckland,21/04/2014,Mon,825,DB,CW2,133A 402A ,C,E,D,BF,F ,T,S,C,50,0,0,2,1754163,5969485
Auckland,24/07/2014,Thu,2002,GB,4S1C,158A 372B 801 929 ,,R,W,DO,L ,D, ,C,50,0,0,0,1754554,5968349
Auckland,30/04/2014,Wed,1802,DB,VS1,103A 111A ,FT,M,D,DO,F ,T,N,C,50,0,0,0,1754968,5967335
Auckland,15/03/2014,Sat,930,BF,4S1C,111A 131A 801 903 ,,M,W,O ,LS,T,G,C,50,0,0,2,1754968,5967335
Auckland,04/06/2014,Wed,1815,EA,CS1V,129A 350A 402A ,M,R,D,DO,F , , ,C,50,0,0,0,1754649,5967895
Auckland,27/06/2014,Fri,1130,CA,CS1,130A 504A ,S,R,D,O ,F , , ,C,50,0,0,0,1754569,5967997
Auckland,18/10/2014,Sat,2000,DA,4W2,131A 330A ,I,S,W,DO,F ,R,G,R,50,0,0,0,1754564,5968023
Auckland,30/03/2014,Sun,1825,DB,CE1,133A ,,M,D,ON,F , ,N,C,100,0,0,0,1748681,5960363
Auckland,24/05/2014,Sat,1050,FB,VW1C,181A 331A ,,R,D,O ,F ,T,G,C,50,0,0,0,1758387,5917677
Auckland,26/05/2014,Mon,915,GD,CN14,331A 929 ,,E,D,OF,F ,D,N,C,50,0,0,0,1768215,5901445
Auckland,22/04/2014,Tue,1600,MD,CN1C,371B 929 ,,R,D,O ,F ,D,N,C,50,0,0,0,1768370,5901251
Auckland,25/05/2014,Sun,232,QD,CS1,428A 514A ,H,R,W,DO,L ,T,G,C,50,0,0,0,1768273,5901366
Auckland,19/04/2014,Sat,40,MO,CS1C,428A 514A ,M,R,D,DO,F , ,N,P,50,0,0,0,1768021,5902340
Auckland,04/04/2014,Fri,1940,HA,CW2C,302A 387A ,,R,D,DO,F ,X,G,C,50,0,0,0,1768144,5901773
Auckland,28/04/2014,Mon,1426,HA,VS1C,302B 375B 503B 801 ,,R,W,O ,L ,X,G,C,50,0,0,0,1768144,5901773
Auckland,15/05/2014,Thu,1600,DB,CE2,133A ,P,R,D,OF,F ,T,G,C,50,0,0,0,1768090,5902028
Auckland,21/05/2014,Wed,1559,EA,VS1C,129A 130A 412A ,M,R,D,O ,F , , ,C,50,0,0,0,1768348,5901277
Auckland,04/03/2014,Tue,840,NA,CN1E,713B 732B ,,E,D,O ,F , ,N,C,50,0,0,1,1768180,5901606
Auckland,15/08/2014,Fri,1832,DC,CE2,112A 335A 402A ,CJP,R,D,TO,F ,T,S,C,50,0,0,0,1768177,5901620
Auckland,11/04/2014,Fri,1541,FB,CS1C,181A ,,R,D,B ,F ,X,G,R,50,0,0,0,1768560,5901026
Auckland,19/05/2014,Mon,1725,MD,SN1C,204A 929 ,,R,D,DO,F ,D,N,N,50,0,1,0,1756110,5919209
Auckland,15/04/2014,Tue,1721,KB,CS1C,308B 314B 387B 922 ,,R,D,O ,F ,D, ,C,50,0,0,0,1761536,5914776
Auckland,11/11/2014,Tue,1529,CB,CW1C,410A ,M,R,D,O ,F , , ,C,50,0,0,0,1761486,5914800
Auckland,18/07/2014,Fri,1930,EA,VW1C,129A ,M,R,D,DO,F , ,N,C,50,0,0,0,1761335,5914868
Auckland,08/01/2014,Wed,1415,FB,CE1C,331A 353A ,,E,D,B ,F ,M,G,N,50,0,0,0,1761782,5914705
Auckland,27/11/2014,Thu,815,AC,CN1T,381A 184B ,,E,D,B ,F , , ,C,50,0,0,0,1761779,5914709
Auckland,01/04/2014,Tue,1920,NC,CE1E,376A 930 ,,R,D,TO,F ,D,N,C,50,0,0,0,1761795,5914723
Auckland,19/05/2014,Mon,1058,AC,CE1C,172A 372A ,,M,D,O ,F ,T,T,R,50,0,0,0,1761787,5914696
Auckland,29/08/2014,Fri,728,JA,BW1C,302B 504B ,,E,D,O ,F ,T,G,R,50,0,0,0,1760968,5915050
Auckland,06/06/2014,Fri,845,HA,CS2C,302A ,,E,D,B ,F ,X,G,C,50,0,0,0,1761349,5914861
Auckland,25/12/2014,Thu,830,QD,CS1,428A ,F,M,D,B ,F , , ,C,50,0,0,1,1760444,5915275
Auckland,10/05/2014,Sat,1130,CB,TE1S,102A 129A 358A 197B ,PT,R,D,B ,F , , ,C,50,0,0,1,1760582,5915214
Auckland,01/04/2014,Tue,1725,FD,CE14,181A 331A 363A ,,R,D,B ,F , , ,C,50,0,0,1,1760628,5915193
Auckland,16/09/2014,Tue,1748,JA,4E1C,301B 375B 801 ,,R,W,O ,L ,T,S,C,50,0,0,0,1760536,5915234
Auckland,18/06/2014,Wed,1603,FB,CE1C,181A ,,E,D,O ,F ,T,G,R,50,0,0,0,1761787,5914696
Auckland,06/10/2014,Mon,1447,GC,TE2C,171A 330A ,,M,D,B ,F ,R,G,C,50,0,0,0,1746808,5918826
Auckland,12/10/2014,Sun,1815,GC,CN2C,171B 330B ,,E,D,O ,F ,R,G,C,60,0,0,0,1752590,5934743
Auckland,14/10/2014,Tue,1013,FB,CS1C,111A 181A 331A ,,E,D,B ,F ,T,G,N,50,0,0,0,1761461,5914299
Auckland,08/05/2014,Thu,800,FB,CW1C,181A ,,R,D,OF,F ,R,G,C,50,0,0,0,1761461,5914299
Auckland,04/09/2014,Thu,1915,FD,CE1C,331A ,,R,W,DO,  , , ,C,50,0,0,0,1761718,5914666
Auckland,21/01/2014,Tue,1700,GF,CE1C,381A ,,R,D,OF,F ,T,T,C,50,0,0,0,1756308,5944075
Auckland,06/12/2014,Sat,1500,AA,CW14,372A ,,R,D,BF,F , ,N,P,50,0,0,0,1753611,5914345
Auckland,06/08/2014,Wed,1810,AA,CN1C,372A ,,R,W,DO,L , , ,C,80,0,0,1,1753544,5914389
Auckland,06/11/2014,Thu,1300,KB,CN2C,322A 334A ,,R,D,O ,F ,T,T,R,50,0,0,0,1753520,5914409
Auckland,10/12/2014,Wed,1730,AA,CE1C,381A ,,R,D,OF,F , ,N,R,50,0,0,0,1753534,5914422
Auckland,10/09/2014,Wed,1437,FD,CN1CC,103A 181A ,,E,D,B ,F ,M,T,N,80,0,0,2,1753516,5914405
Auckland,26/10/2014,Sun,1613,CB,40,112A 132A 817 ,FP,R,D,BF,F ,T,T,R,50,0,0,0,1753520,5914409
Auckland,18/02/2014,Tue,702,KB,CN1C,322A 334A ,,R,D,B ,F ,T,T,C,50,0,0,0,1753520,5914409
Auckland,07/02/2014,Fri,1939,FE,CE1VC,181A ,,R,W,OF,L ,M,T,R,50,0,0,0,1753520,5914409
Auckland,11/10/2014,Sat,,KB,CE1C,322B 517B ,,E,D,DO,F ,T,T,C,50,0,0,0,1753520,5914409
Auckland,05/05/2014,Mon,1330,FD,CE1C,181A ,,R,D,O ,H , , ,C,50,0,0,0,1753525,5914414
Auckland,27/01/2014,Mon,1750,LB,CW1C,323B 334B ,,R,D,B ,F ,T,T,R,50,0,0,0,1753578,5914447
Auckland,10/02/2014,Mon,2110,DA,CE1,135A 806 ,G,R,D,DO,F ,M,T,R,60,0,0,0,1753569,5914455
Auckland,18/01/2014,Sat,938,JC,TE1C,324A ,,R,D,BF,F ,T,T,R,100,0,0,0,1753569,5914455
Auckland,24/09/2014,Wed,2112,LB,CW1C,303B 323B ,,R,D,DO,F ,T,T,R,50,0,0,0,1753578,5914447
Auckland,27/09/2014,Sat,2314,LB,CS1C,323B 334B ,,R,W,DO,L ,X,T,C,50,0,0,0,1753578,5914447
Auckland,13/11/2014,Thu,1329,FE,TN1C,331A 350A ,,R,W,OF,LS,T,T,P,50,0,0,0,1753569,5914455
Auckland,18/10/2014,Sat,2210,KC,CS1C,323A 334A 801 ,,R,W,DO,L ,T,T,R,50,0,0,1,1753578,5914447
Auckland,01/09/2014,Mon,1112,DA,VN1,131A 630A 801 ,G,S,W,O ,L ,T,T,C,50,0,0,1,1753569,5914455
Auckland,26/05/2014,Mon,1615,FD,CW1C,181A 331A ,,R,D,B ,F , , ,C,50,0,0,0,1752682,5914065
Auckland,05/12/2014,Fri,1245,AC,CW14,372A ,,R,D,BF,F ,T,T,C,50,0,0,0,1752653,5914058
Auckland,29/10/2014,Wed,1653,FD,MW1V,181A ,,R,D,BF,F ,T,N,P,50,0,1,0,1752960,5914135
Auckland,13/05/2014,Tue,1800,JA,CE1C,302B ,,R,D,DO,F ,T,G,P,50,0,0,0,1753120,5914181
Auckland,13/11/2014,Thu,715,BB,CS2C,124A ,,R,D,BN,F ,T,G,P,50,0,0,0,1753120,5914181
Auckland,17/07/2014,Thu,1815,FE,CE1C,181A ,,R,D,DO,F ,T,T,C,50,0,0,0,1753668,5914546
Auckland,04/09/2014,Thu,2040,GD,CE1C,101A 110A ,,R,W,DO,L ,T,T,C,50,0,0,0,1753681,5914552
Auckland,06/01/2014,Mon,518,CB,CS1,130A 402A 412A ,P,R,D,TO,F ,T,G,C,50,0,0,1,1744306,5922237
Auckland,24/05/2014,Sat,1828,EA,CN1V,129A 410A ,M,R,D,DF,F , , ,C,50,0,0,0,1744298,5922163
Auckland,19/05/2014,Mon,746,DA,CW2,103A 111A 131A ,K,E,W,OF,F ,Y,T,R,50,0,0,0,1744318,5922429
Auckland,07/11/2014,Fri,355,DA,CW1,407A 423A ,G,M,W,DO,L ,T,G,R,50,0,0,0,1744216,5921922
Auckland,27/06/2014,Fri,1930,DA,CE1,102A 131A ,,E,D,DN,F , ,N,N,80,0,0,0,1792090,5928546
Auckland,19/12/2014,Fri,1345,BB,PN1C,101A 110A 123A ,,M,D,B ,F , , ,N,80,0,0,1,1792071,5927470
Auckland,12/10/2014,Sun,1740,DA,CS1,110A 138A ,F,E,D,B ,F , , ,N,80,0,0,3,1788351,5925859
Auckland,01/04/2014,Tue,1510,BF,CN1C,111A 129A ,,M,D,B ,F , , ,N,100,0,0,0,1729468,5937736
Auckland,21/04/2014,Mon,620,EC,4N1,912,W,E,W,DN,F , ,N,C,100,0,0,0,1742179,5992862
Auckland,23/11/2014,Sun,1100,FA,CS1S,380A ,,R,D,B ,F , , ,L,100,0,1,0,1742175,5991982
Auckland,01/07/2014,Tue,1756,DA,CN1,111A 131A 901 ,E,S,W,DN,H , , ,C,100,0,0,1,1742373,5996923
Auckland,03/10/2014,Fri,1945,DA,CE1,111A 131A ,F,S,W,TN,L , ,N,C,100,0,0,0,1740617,5990629
Auckland,04/07/2014,Fri,1006,GD,CN14,181A ,P,M,W,B ,F ,T,G,C,100,0,0,0,1742546,5990809
Auckland,04/03/2014,Tue,1656,FA,CW1C,331A 352A ,,R,D,BF,F , ,N,C,50,0,0,0,1763810,5908894
Auckland,27/09/2014,Sat,615,CB,CE1,101A 410A ,S,R,D,TO,F , , ,C,50,0,0,0,1763860,5908894
Auckland,30/08/2014,Sat,750,FE,CE1C,181A ,,R,D,BF,F , ,T,C,50,0,0,0,1763890,5908894
Auckland,01/02/2014,Sat,1520,BE,4W1T44,125A 402A 410A ,,R,D,B ,F , ,N,C,50,0,0,0,1763930,5908899
Auckland,10/02/2014,Mon,1446,MC,4E1C,372B 517B ,,E,D,BN,F , ,N,C,50,0,0,0,1764017,5908921
Auckland,14/06/2014,Sat,1211,FE,4W1C,331A 350A ,,R,D,B ,F ,X,T,C,50,0,0,0,1763695,5908892
Auckland,06/12/2014,Sat,705,CB,VW1,412A ,F,R,D,BF,F ,T,T,C,50,0,0,0,1764270,5908977
Auckland,29/12/2014,Mon,1200,FE,CE1CC,150A 331A ,,R,D,B ,F ,T,T,C,50,0,0,0,1764270,5908977
Auckland,26/11/2014,Wed,2230,FD,CE1C,181A ,,R,D,DO,F , ,N,C,80,0,0,0,1764230,5908972
